region_id,region_name,region_type,state_name,year,zhvi,as_of_month,zhvi_yoy_pct,zhvi_3yr_pct,zhvi_5yr_pct,zhvi_volatility_5yr,national_zhvi,annual_earnings_25_34,annual_earnings_20_24,ownership_rate_25_29_pct,ownership_rate_30_34_pct,mortgage_rate_30yr_pct,annual_earnings_25_34_real2025,zhvi_vs_national,zhvi_pctile_in_year,price_to_income_25_34,years_to_down_payment_25_34,monthly_payment_usd,payment_to_income_pct_25_34,affordability_quartile
394297,"Aberdeen, SD",msa,SD,2009,130297.0,12,,,,,176011.0,35269.0,24154.0,37.69,52.48,5.037,52922.0,0.74,48.0,3.69,4.9,562.0,19.1,Q2
394297,"Aberdeen, SD",msa,SD,2010,132591.0,12,1.76,,,,170446.0,35477.0,23634.0,36.8,51.6,4.69,52377.0,0.778,53.6,3.74,5.0,549.0,18.6,Q3
394297,"Aberdeen, SD",msa,SD,2011,133585.0,12,0.75,,,,162085.0,35971.0,23725.0,34.58,49.79,4.448,51490.0,0.824,58.1,3.71,5.0,538.0,17.9,Q3
394297,"Aberdeen, SD",msa,SD,2012,145650.0,12,9.03,11.78,,4.52,167210.0,36738.0,24089.0,34.26,47.85,3.657,51520.0,0.871,64.8,3.96,5.3,533.0,17.4,Q3
394297,"Aberdeen, SD",msa,SD,2013,148696.0,12,2.09,12.15,,3.79,180738.0,36829.0,24505.0,34.1,48.1,3.976,50901.0,0.823,62.0,4.04,5.4,566.0,18.4,Q3
394297,"Aberdeen, SD",msa,SD,2014,147426.0,12,-0.85,10.36,13.15,3.8,189995.0,37713.0,25480.0,32.74,47.09,4.169,51294.0,0.776,57.3,3.91,5.2,575.0,18.3,Q3
394297,"Aberdeen, SD",msa,SD,2015,147122.0,12,-0.21,1.01,10.96,4.0,201977.0,38207.0,26039.0,31.7,45.93,3.851,51903.0,0.728,54.2,3.85,5.1,552.0,17.3,Q3
394297,"Aberdeen, SD",msa,SD,2016,151984.0,12,3.3,2.21,13.77,3.93,213107.0,39078.0,26741.0,30.87,45.44,3.654,52422.0,0.713,54.9,3.89,5.2,556.0,17.1,Q3
394297,"Aberdeen, SD",msa,SD,2017,157298.0,12,3.5,6.7,8.0,2.0,226779.0,40222.0,28093.0,32.06,45.71,3.99,52831.0,0.694,53.4,3.91,5.2,600.0,17.9,Q3
394297,"Aberdeen, SD",msa,SD,2018,160898.0,12,2.29,9.36,8.21,2.02,240008.0,41951.0,29770.0,32.52,47.68,4.545,53790.0,0.67,50.6,3.84,5.1,656.0,18.8,Q3
394297,"Aberdeen, SD",msa,SD,2019,171208.0,12,6.41,12.65,16.13,2.39,251639.0,44018.0,31109.0,32.85,47.96,3.936,55435.0,0.68,51.3,3.89,5.2,649.0,17.7,Q3
394297,"Aberdeen, SD",msa,SD,2020,184458.0,12,7.74,17.27,25.38,2.31,275526.0,47008.0,32591.0,35.27,49.12,3.112,58468.0,0.669,50.2,3.92,5.2,631.0,16.1,Q2
394297,"Aberdeen, SD",msa,SD,2021,201359.0,12,9.16,25.15,32.49,2.87,319272.0,48412.0,33514.0,34.61,48.43,2.958,57522.0,0.631,47.0,4.16,5.5,676.0,16.8,Q2
394297,"Aberdeen, SD",msa,SD,2022,216409.0,12,7.47,26.4,37.58,2.61,350896.0,51610.0,36790.0,35.56,48.83,5.344,56784.0,0.617,46.8,4.19,5.6,966.0,22.5,Q2
394297,"Aberdeen, SD",msa,SD,2023,218838.0,12,1.12,18.64,36.01,3.1,360159.0,54340.0,38194.0,35.21,49.35,6.807,57418.0,0.608,43.7,4.03,5.4,1142.0,25.2,Q2
394297,"Aberdeen, SD",msa,SD,2024,227212.0,12,3.83,12.84,32.71,3.3,369615.0,57226.0,39923.0,33.49,47.37,6.721,58734.0,0.615,43.4,3.97,5.3,1175.0,24.6,Q2
394297,"Aberdeen, SD",msa,SD,2025,238138.0,12,4.81,10.04,29.1,3.14,370097.0,59176.0,41080.0,33.3,46.61,6.595,59176.0,0.643,45.6,4.02,5.4,1216.0,24.7,Q2
394298,"Aberdeen, WA",msa,WA,2009,154631.0,12,,,,,176011.0,35269.0,24154.0,37.69,52.48,5.037,52922.0,0.879,65.1,4.38,5.8,667.0,22.7,Q3
394298,"Aberdeen, WA",msa,WA,2010,144409.0,12,-6.61,,,,170446.0,35477.0,23634.0,36.8,51.6,4.69,52377.0,0.847,61.7,4.07,5.4,598.0,20.2,Q3
394298,"Aberdeen, WA",msa,WA,2011,136887.0,12,-5.21,,,,162085.0,35971.0,23725.0,34.58,49.79,4.448,51490.0,0.845,60.9,3.81,5.1,551.0,18.4,Q3
394298,"Aberdeen, WA",msa,WA,2012,136817.0,12,-0.05,-11.52,,3.45,167210.0,36738.0,24089.0,34.26,47.85,3.657,51520.0,0.818,58.9,3.72,5.0,501.0,16.4,Q3
394298,"Aberdeen, WA",msa,WA,2013,134133.0,12,-1.96,-7.12,,2.99,180738.0,36829.0,24505.0,34.1,48.1,3.976,50901.0,0.742,52.0,3.64,4.9,511.0,16.6,Q3
394298,"Aberdeen, WA",msa,WA,2014,134526.0,12,0.29,-1.72,-13.0,3.09,189995.0,37713.0,25480.0,32.74,47.09,4.169,51294.0,0.708,49.6,3.57,4.8,524.0,16.7,Q2
394298,"Aberdeen, WA",msa,WA,2015,144672.0,12,7.54,5.74,0.18,4.69,201977.0,38207.0,26039.0,31.7,45.93,3.851,51903.0,0.716,52.7,3.79,5.0,543.0,17.1,Q3
394298,"Aberdeen, WA",msa,WA,2016,156069.0,12,7.88,16.35,14.01,4.62,213107.0,39078.0,26741.0,30.87,45.44,3.654,52422.0,0.732,57.1,3.99,5.3,571.0,17.5,Q3
394298,"Aberdeen, WA",msa,WA,2017,177142.0,12,13.5,31.68,29.47,6.26,226779.0,40222.0,28093.0,32.06,45.71,3.99,52831.0,0.781,63.2,4.4,5.9,676.0,20.2,Q3
394298,"Aberdeen, WA",msa,WA,2018,200692.0,12,13.29,38.72,49.62,5.4,240008.0,41951.0,29770.0,32.52,47.68,4.545,53790.0,0.836,68.8,4.78,6.4,818.0,23.4,Q3
394298,"Aberdeen, WA",msa,WA,2019,227207.0,12,13.21,45.58,68.89,3.08,251639.0,44018.0,31109.0,32.85,47.96,3.936,55435.0,0.903,72.3,5.16,6.9,861.0,23.5,Q3
394298,"Aberdeen, WA",msa,WA,2020,265271.0,12,16.75,49.75,83.36,3.19,275526.0,47008.0,32591.0,35.27,49.12,3.112,58468.0,0.963,77.0,5.64,7.5,908.0,23.2,Q4_least_affordable
394298,"Aberdeen, WA",msa,WA,2021,321053.0,12,21.03,59.97,105.71,3.4,319272.0,48412.0,33514.0,34.61,48.43,2.958,57522.0,1.006,79.0,6.63,8.8,1077.0,26.7,Q4_least_affordable
394298,"Aberdeen, WA",msa,WA,2022,331557.0,12,3.27,45.93,87.17,6.56,350896.0,51610.0,36790.0,35.56,48.83,5.344,56784.0,0.945,76.7,6.42,8.6,1480.0,34.4,Q4_least_affordable
394298,"Aberdeen, WA",msa,WA,2023,332465.0,12,0.27,25.33,65.66,8.85,360159.0,54340.0,38194.0,35.21,49.35,6.807,57418.0,0.923,74.4,6.12,8.2,1735.0,38.3,Q3
394298,"Aberdeen, WA",msa,WA,2024,336023.0,12,1.07,4.66,47.89,9.69,369615.0,57226.0,39923.0,33.49,47.37,6.721,58734.0,0.909,72.8,5.87,7.8,1738.0,36.4,Q3
394298,"Aberdeen, WA",msa,WA,2025,328389.0,12,-2.27,-0.96,23.79,9.36,370097.0,59176.0,41080.0,33.3,46.61,6.595,59176.0,0.887,70.5,5.55,7.4,1677.0,34.0,Q3
394299,"Abilene, TX",msa,TX,2009,112139.0,12,,,,,176011.0,35269.0,24154.0,37.69,52.48,5.037,52922.0,0.637,32.1,3.18,4.2,484.0,16.5,Q2
394299,"Abilene, TX",msa,TX,2010,111344.0,12,-0.71,,,,170446.0,35477.0,23634.0,36.8,51.6,4.69,52377.0,0.653,33.2,3.14,4.2,461.0,15.6,Q2
394299,"Abilene, TX",msa,TX,2011,108140.0,12,-2.88,,,,162085.0,35971.0,23725.0,34.58,49.79,4.448,51490.0,0.667,33.0,3.01,4.0,436.0,14.5,Q2
394299,"Abilene, TX",msa,TX,2012,111533.0,12,3.14,-0.54,,3.05,167210.0,36738.0,24089.0,34.26,47.85,3.657,51520.0,0.667,34.1,3.04,4.0,409.0,13.4,Q2
394299,"Abilene, TX",msa,TX,2013,116597.0,12,4.54,4.72,,3.42,180738.0,36829.0,24505.0,34.1,48.1,3.976,50901.0,0.645,36.2,3.17,4.2,444.0,14.5,Q2
394299,"Abilene, TX",msa,TX,2014,123261.0,12,5.72,13.98,9.92,3.63,189995.0,37713.0,25480.0,32.74,47.09,4.169,51294.0,0.649,39.1,3.27,4.4,480.0,15.3,Q2
394299,"Abilene, TX",msa,TX,2015,130080.0,12,5.53,16.63,16.83,3.55,201977.0,38207.0,26039.0,31.7,45.93,3.851,51903.0,0.644,39.7,3.4,4.5,488.0,15.3,Q2
394299,"Abilene, TX",msa,TX,2016,135723.0,12,4.34,16.4,25.51,1.04,213107.0,39078.0,26741.0,30.87,45.44,3.654,52422.0,0.637,41.9,3.47,4.6,497.0,15.3,Q2
394299,"Abilene, TX",msa,TX,2017,139835.0,12,3.03,13.45,25.38,1.08,226779.0,40222.0,28093.0,32.06,45.71,3.99,52831.0,0.617,41.1,3.48,4.6,533.0,15.9,Q2
394299,"Abilene, TX",msa,TX,2018,148766.0,12,6.39,14.37,27.59,1.33,240008.0,41951.0,29770.0,32.52,47.68,4.545,53790.0,0.62,42.9,3.55,4.7,606.0,17.3,Q2
394299,"Abilene, TX",msa,TX,2019,151316.0,12,1.71,11.49,22.76,1.88,251639.0,44018.0,31109.0,32.85,47.96,3.936,55435.0,0.601,37.5,3.44,4.6,573.0,15.6,Q2
394299,"Abilene, TX",msa,TX,2020,164371.0,12,8.63,17.55,26.36,2.74,275526.0,47008.0,32591.0,35.27,49.12,3.112,58468.0,0.597,36.9,3.5,4.7,562.0,14.3,Q2
394299,"Abilene, TX",msa,TX,2021,185079.0,12,12.6,24.41,36.37,4.38,319272.0,48412.0,33514.0,34.61,48.43,2.958,57522.0,0.58,37.1,3.82,5.1,621.0,15.4,Q2
394299,"Abilene, TX",msa,TX,2022,199064.0,12,7.56,31.56,42.36,3.94,350896.0,51610.0,36790.0,35.56,48.83,5.344,56784.0,0.567,36.4,3.86,5.1,889.0,20.7,Q2
394299,"Abilene, TX",msa,TX,2023,201797.0,12,1.37,22.77,35.65,4.8,360159.0,54340.0,38194.0,35.21,49.35,6.807,57418.0,0.56,35.0,3.71,5.0,1053.0,23.3,Q2
394299,"Abilene, TX",msa,TX,2024,204538.0,12,1.36,10.51,35.17,4.88,369615.0,57226.0,39923.0,33.49,47.37,6.721,58734.0,0.553,32.6,3.57,4.8,1058.0,22.2,Q2
394299,"Abilene, TX",msa,TX,2025,208515.0,12,1.94,4.75,26.86,5.0,370097.0,59176.0,41080.0,33.3,46.61,6.595,59176.0,0.563,32.4,3.52,4.7,1065.0,21.6,Q2
394300,"Ada, OK",msa,OK,2000,73072.0,12,,,,,132244.0,28561.0,19877.0,38.06,54.63,8.053,53403.0,0.553,13.1,2.56,3.4,431.0,18.1,Q1_most_affordable
394300,"Ada, OK",msa,OK,2001,75967.0,12,3.96,,,,141717.0,29952.0,20527.0,38.94,54.84,6.968,54470.0,0.536,11.7,2.54,3.4,403.0,16.1,Q1_most_affordable
394300,"Ada, OK",msa,OK,2002,78513.0,12,3.35,,,,151884.0,30706.0,20774.0,38.8,54.86,6.537,54964.0,0.517,10.4,2.56,3.4,399.0,15.6,Q1_most_affordable
394300,"Ada, OK",msa,OK,2003,80948.0,12,3.1,10.78,,0.44,163949.0,30901.0,20904.0,39.84,56.51,5.827,54070.0,0.494,9.9,2.62,3.5,381.0,14.8,Q1_most_affordable
394300,"Ada, OK",msa,OK,2004,84035.0,12,3.81,10.62,,0.4,181694.0,31395.0,21099.0,40.21,57.44,5.839,53508.0,0.463,8.8,2.68,3.6,396.0,15.1,Q1_most_affordable
394300,"Ada, OK",msa,OK,2005,88438.0,12,5.24,12.64,21.03,0.83,203070.0,31720.0,21346.0,40.92,56.81,5.867,52301.0,0.436,8.3,2.79,3.7,418.0,15.8,Q1_most_affordable
394300,"Ada, OK",msa,OK,2006,92585.0,12,4.69,14.38,21.88,0.9,213335.0,32344.0,22074.0,41.76,55.94,6.413,51665.0,0.434,9.7,2.86,3.8,464.0,17.2,Q1_most_affordable
394300,"Ada, OK",msa,OK,2007,100005.0,12,8.01,19.0,27.37,1.89,208660.0,33436.0,23413.0,40.56,54.44,6.337,51919.0,0.479,13.7,2.99,4.0,497.0,17.8,Q1_most_affordable
394300,"Ada, OK",msa,OK,2008,105207.0,12,5.2,18.96,29.97,1.57,189195.0,34593.0,24297.0,40.04,53.49,6.027,51742.0,0.556,19.2,3.04,4.1,506.0,17.6,Q1_most_affordable
394300,"Ada, OK",msa,OK,2009,110515.0,12,5.05,19.37,31.51,1.34,176011.0,35269.0,24154.0,37.69,52.48,5.037,52922.0,0.628,30.4,3.13,4.2,477.0,16.2,Q2
394300,"Ada, OK",msa,OK,2010,111366.0,12,0.77,11.36,25.93,2.59,170446.0,35477.0,23634.0,36.8,51.6,4.69,52377.0,0.653,33.4,3.14,4.2,462.0,15.6,Q2
394300,"Ada, OK",msa,OK,2011,106601.0,12,-4.28,1.33,15.14,4.8,162085.0,35971.0,23725.0,34.58,49.79,4.448,51490.0,0.658,31.1,2.96,4.0,429.0,14.3,Q2
394300,"Ada, OK",msa,OK,2012,105553.0,12,-0.98,-4.49,5.55,4.06,167210.0,36738.0,24089.0,34.26,47.85,3.657,51520.0,0.631,27.9,2.87,3.8,387.0,12.6,Q2
394300,"Ada, OK",msa,OK,2013,104308.0,12,-1.18,-6.34,-0.85,3.42,180738.0,36829.0,24505.0,34.1,48.1,3.976,50901.0,0.577,23.6,2.83,3.8,397.0,12.9,Q1_most_affordable
394300,"Ada, OK",msa,OK,2014,108189.0,12,3.72,1.49,-2.1,2.93,189995.0,37713.0,25480.0,32.74,47.09,4.169,51294.0,0.569,24.9,2.87,3.8,422.0,13.4,Q1_most_affordable
394300,"Ada, OK",msa,OK,2015,111710.0,12,3.25,5.83,0.31,3.35,201977.0,38207.0,26039.0,31.7,45.93,3.851,51903.0,0.553,23.0,2.92,3.9,419.0,13.2,Q1_most_affordable
394300,"Ada, OK",msa,OK,2016,111488.0,12,-0.2,6.88,4.58,2.37,213107.0,39078.0,26741.0,30.87,45.44,3.654,52422.0,0.523,20.5,2.85,3.8,408.0,12.5,Q1_most_affordable
394300,"Ada, OK",msa,OK,2017,114990.0,12,3.14,6.29,8.94,2.26,226779.0,40222.0,28093.0,32.06,45.71,3.99,52831.0,0.507,20.4,2.86,3.8,439.0,13.1,Q1_most_affordable
394300,"Ada, OK",msa,OK,2018,121017.0,12,5.24,8.33,16.02,1.99,240008.0,41951.0,29770.0,32.52,47.68,4.545,53790.0,0.504,20.7,2.88,3.8,493.0,14.1,Q1_most_affordable
394300,"Ada, OK",msa,OK,2019,124512.0,12,2.89,11.68,15.09,1.95,251639.0,44018.0,31109.0,32.85,47.96,3.936,55435.0,0.495,19.4,2.83,3.8,472.0,12.9,Q1_most_affordable
394300,"Ada, OK",msa,OK,2020,137125.0,12,10.13,19.25,22.75,3.82,275526.0,47008.0,32591.0,35.27,49.12,3.112,58468.0,0.498,18.8,2.92,3.9,469.0,12.0,Q1_most_affordable
394300,"Ada, OK",msa,OK,2021,158540.0,12,15.62,31.01,42.2,5.44,319272.0,48412.0,33514.0,34.61,48.43,2.958,57522.0,0.497,22.1,3.27,4.4,532.0,13.2,Q1_most_affordable
394300,"Ada, OK",msa,OK,2022,178297.0,12,12.46,43.2,55.05,5.2,350896.0,51610.0,36790.0,35.56,48.83,5.344,56784.0,0.508,27.5,3.45,4.6,796.0,18.5,Q2
394300,"Ada, OK",msa,OK,2023,178166.0,12,-0.07,29.93,47.22,6.59,360159.0,54340.0,38194.0,35.21,49.35,6.807,57418.0,0.495,24.7,3.28,4.4,930.0,20.5,Q1_most_affordable
394300,"Ada, OK",msa,OK,2024,181776.0,12,2.03,14.66,45.99,6.77,369615.0,57226.0,39923.0,33.49,47.37,6.721,58734.0,0.492,23.5,3.18,4.2,940.0,19.7,Q1_most_affordable
394300,"Ada, OK",msa,OK,2025,184150.0,12,1.31,3.28,34.29,7.22,370097.0,59176.0,41080.0,33.3,46.61,6.595,59176.0,0.498,22.0,3.11,4.1,940.0,19.1,Q1_most_affordable
394302,"Adrian, MI",msa,MI,2000,103245.0,12,,,,,132244.0,28561.0,19877.0,38.06,54.63,8.053,53403.0,0.781,48.0,3.61,4.8,609.0,25.6,Q2
394302,"Adrian, MI",msa,MI,2001,107097.0,12,3.73,,,,141717.0,29952.0,20527.0,38.94,54.84,6.968,54470.0,0.756,47.4,3.58,4.8,568.0,22.8,Q2
394302,"Adrian, MI",msa,MI,2002,109218.0,12,1.98,,,,151884.0,30706.0,20774.0,38.8,54.86,6.537,54964.0,0.719,45.1,3.56,4.7,554.0,21.7,Q2
394302,"Adrian, MI",msa,MI,2003,113719.0,12,4.12,10.14,,1.14,163949.0,30901.0,20904.0,39.84,56.51,5.827,54070.0,0.694,44.2,3.68,4.9,535.0,20.8,Q2
394302,"Adrian, MI",msa,MI,2004,120433.0,12,5.9,12.45,,1.61,181694.0,31395.0,21099.0,40.21,57.44,5.839,53508.0,0.663,45.2,3.84,5.1,568.0,21.7,Q2
394302,"Adrian, MI",msa,MI,2005,126574.0,12,5.1,15.89,22.6,1.49,203070.0,31720.0,21346.0,40.92,56.81,5.867,52301.0,0.623,42.5,3.99,5.3,598.0,22.6,Q2
394302,"Adrian, MI",msa,MI,2006,127542.0,12,0.76,12.16,19.09,2.15,213335.0,32344.0,22074.0,41.76,55.94,6.413,51665.0,0.598,38.2,3.94,5.3,639.0,23.7,Q2
394302,"Adrian, MI",msa,MI,2007,120780.0,12,-5.3,0.29,10.59,4.58,208660.0,33436.0,23413.0,40.56,54.44,6.337,51919.0,0.579,32.4,3.61,4.8,600.0,21.5,Q2
394302,"Adrian, MI",msa,MI,2008,113628.0,12,-5.92,-10.23,-0.08,5.58,189195.0,34593.0,24297.0,40.04,53.49,6.027,51742.0,0.601,27.8,3.28,4.4,547.0,19.0,Q2
394302,"Adrian, MI",msa,MI,2009,102126.0,12,-10.12,-19.93,-15.2,6.0,176011.0,35269.0,24154.0,37.69,52.48,5.037,52922.0,0.58,22.2,2.9,3.9,440.0,15.0,Q1_most_affordable
394302,"Adrian, MI",msa,MI,2010,97369.0,12,-4.66,-19.38,-23.07,3.89,170446.0,35477.0,23634.0,36.8,51.6,4.69,52377.0,0.571,19.1,2.74,3.7,404.0,13.7,Q1_most_affordable
394302,"Adrian, MI",msa,MI,2011,93945.0,12,-3.52,-17.32,-26.34,2.52,162085.0,35971.0,23725.0,34.58,49.79,4.448,51490.0,0.58,18.9,2.61,3.5,378.0,12.6,Q1_most_affordable
394302,"Adrian, MI",msa,MI,2012,99508.0,12,5.92,-2.56,-17.61,5.91,167210.0,36738.0,24089.0,34.26,47.85,3.657,51520.0,0.595,21.7,2.71,3.6,364.0,11.9,Q1_most_affordable
394302,"Adrian, MI",msa,MI,2013,112339.0,12,12.89,15.37,-1.13,9.19,180738.0,36829.0,24505.0,34.1,48.1,3.976,50901.0,0.622,31.8,3.05,4.1,428.0,13.9,Q2
394302,"Adrian, MI",msa,MI,2014,117378.0,12,4.49,24.94,14.93,7.24,189995.0,37713.0,25480.0,32.74,47.09,4.169,51294.0,0.618,34.2,3.11,4.1,458.0,14.6,Q2
394302,"Adrian, MI",msa,MI,2015,125898.0,12,7.26,26.52,29.3,5.92,201977.0,38207.0,26039.0,31.7,45.93,3.851,51903.0,0.623,35.4,3.3,4.4,472.0,14.8,Q2
394302,"Adrian, MI",msa,MI,2016,135423.0,12,7.57,20.55,44.15,3.19,213107.0,39078.0,26741.0,30.87,45.44,3.654,52422.0,0.635,41.8,3.47,4.6,496.0,15.2,Q2
394302,"Adrian, MI",msa,MI,2017,148006.0,12,9.29,26.09,48.74,3.09,226779.0,40222.0,28093.0,32.06,45.71,3.99,52831.0,0.653,47.3,3.68,4.9,565.0,16.9,Q2
394302,"Adrian, MI",msa,MI,2018,154870.0,12,4.64,23.01,37.86,2.06,240008.0,41951.0,29770.0,32.52,47.68,4.545,53790.0,0.645,46.9,3.69,4.9,631.0,18.0,Q2
394302,"Adrian, MI",msa,MI,2019,164421.0,12,6.17,21.41,40.08,1.72,251639.0,44018.0,31109.0,32.85,47.96,3.936,55435.0,0.653,47.4,3.74,5.0,623.0,17.0,Q2
394302,"Adrian, MI",msa,MI,2020,181089.0,12,10.14,22.35,43.84,2.24,275526.0,47008.0,32591.0,35.27,49.12,3.112,58468.0,0.657,47.8,3.85,5.1,620.0,15.8,Q2
394302,"Adrian, MI",msa,MI,2021,199989.0,12,10.44,29.13,47.68,2.59,319272.0,48412.0,33514.0,34.61,48.43,2.958,57522.0,0.626,46.1,4.13,5.5,671.0,16.6,Q2
394302,"Adrian, MI",msa,MI,2022,218858.0,12,9.44,33.11,47.87,2.6,350896.0,51610.0,36790.0,35.56,48.83,5.344,56784.0,0.624,47.4,4.24,5.7,977.0,22.7,Q2
394302,"Adrian, MI",msa,MI,2023,227234.0,12,3.83,25.48,46.73,2.89,360159.0,54340.0,38194.0,35.21,49.35,6.807,57418.0,0.631,47.9,4.18,5.6,1186.0,26.2,Q2
394302,"Adrian, MI",msa,MI,2024,231883.0,12,2.05,15.95,41.03,3.94,369615.0,57226.0,39923.0,33.49,47.37,6.721,58734.0,0.627,45.7,4.05,5.4,1200.0,25.2,Q2
394302,"Adrian, MI",msa,MI,2025,241707.0,12,4.24,10.44,33.47,3.71,370097.0,59176.0,41080.0,33.3,46.61,6.595,59176.0,0.653,46.4,4.08,5.4,1234.0,25.0,Q2
394304,"Akron, OH",msa,OH,2000,115092.0,12,,,,,132244.0,28561.0,19877.0,38.06,54.63,8.053,53403.0,0.87,58.8,4.03,5.4,679.0,28.5,Q3
394304,"Akron, OH",msa,OH,2001,119306.0,12,3.66,,,,141717.0,29952.0,20527.0,38.94,54.84,6.968,54470.0,0.842,57.0,3.98,5.3,633.0,25.4,Q3
394304,"Akron, OH",msa,OH,2002,122956.0,12,3.06,,,,151884.0,30706.0,20774.0,38.8,54.86,6.537,54964.0,0.81,56.1,4.0,5.3,624.0,24.4,Q3
394304,"Akron, OH",msa,OH,2003,128228.0,12,4.29,11.41,,0.62,163949.0,30901.0,20904.0,39.84,56.51,5.827,54070.0,0.782,55.0,4.15,5.5,604.0,23.5,Q3
394304,"Akron, OH",msa,OH,2004,131527.0,12,2.57,10.24,,0.74,181694.0,31395.0,21099.0,40.21,57.44,5.839,53508.0,0.724,52.5,4.19,5.6,620.0,23.7,Q3
394304,"Akron, OH",msa,OH,2005,134816.0,12,2.5,9.65,17.14,0.76,203070.0,31720.0,21346.0,40.92,56.81,5.867,52301.0,0.664,47.0,4.25,5.7,637.0,24.1,Q2
394304,"Akron, OH",msa,OH,2006,136445.0,12,1.21,6.41,14.37,1.11,213335.0,32344.0,22074.0,41.76,55.94,6.413,51665.0,0.64,44.3,4.22,5.6,684.0,25.4,Q2
394304,"Akron, OH",msa,OH,2007,134509.0,12,-1.42,2.27,9.4,2.12,208660.0,33436.0,23413.0,40.56,54.44,6.337,51919.0,0.645,42.1,4.02,5.4,669.0,24.0,Q2
394304,"Akron, OH",msa,OH,2008,130774.0,12,-2.78,-3.0,1.99,2.41,189195.0,34593.0,24297.0,40.04,53.49,6.027,51742.0,0.691,41.9,3.78,5.0,629.0,21.8,Q2
394304,"Akron, OH",msa,OH,2009,125600.0,12,-3.96,-7.95,-4.51,2.7,176011.0,35269.0,24154.0,37.69,52.48,5.037,52922.0,0.714,43.4,3.56,4.7,542.0,18.4,Q2
394304,"Akron, OH",msa,OH,2010,122157.0,12,-2.74,-9.18,-9.39,1.98,170446.0,35477.0,23634.0,36.8,51.6,4.69,52377.0,0.717,43.2,3.44,4.6,506.0,17.1,Q2
394304,"Akron, OH",msa,OH,2011,115156.0,12,-5.73,-11.94,-15.6,1.62,162085.0,35971.0,23725.0,34.58,49.79,4.448,51490.0,0.71,39.5,3.2,4.3,464.0,15.5,Q2
394304,"Akron, OH",msa,OH,2012,114079.0,12,-0.94,-9.17,-15.19,1.77,167210.0,36738.0,24089.0,34.26,47.85,3.657,51520.0,0.682,37.2,3.11,4.1,418.0,13.7,Q2
394304,"Akron, OH",msa,OH,2013,119033.0,12,4.34,-2.56,-8.98,3.85,180738.0,36829.0,24505.0,34.1,48.1,3.976,50901.0,0.659,38.4,3.23,4.3,453.0,14.8,Q2
394304,"Akron, OH",msa,OH,2014,121085.0,12,1.72,5.15,-3.59,3.9,189995.0,37713.0,25480.0,32.74,47.09,4.169,51294.0,0.637,36.8,3.21,4.3,472.0,15.0,Q2
394304,"Akron, OH",msa,OH,2015,126652.0,12,4.6,11.02,3.68,4.29,201977.0,38207.0,26039.0,31.7,45.93,3.851,51903.0,0.627,36.0,3.31,4.4,475.0,14.9,Q2
394304,"Akron, OH",msa,OH,2016,132145.0,12,4.34,11.02,14.75,2.41,213107.0,39078.0,26741.0,30.87,45.44,3.654,52422.0,0.62,38.5,3.38,4.5,484.0,14.9,Q2
394304,"Akron, OH",msa,OH,2017,139779.0,12,5.78,15.44,22.53,1.49,226779.0,40222.0,28093.0,32.06,45.71,3.99,52831.0,0.616,41.0,3.48,4.6,533.0,15.9,Q2
394304,"Akron, OH",msa,OH,2018,147984.0,12,5.87,16.84,24.32,1.68,240008.0,41951.0,29770.0,32.52,47.68,4.545,53790.0,0.617,42.3,3.53,4.7,603.0,17.2,Q2
394304,"Akron, OH",msa,OH,2019,155354.0,12,4.98,17.56,28.3,0.69,251639.0,44018.0,31109.0,32.85,47.96,3.936,55435.0,0.617,40.3,3.53,4.7,589.0,16.1,Q2
394304,"Akron, OH",msa,OH,2020,171567.0,12,10.44,22.74,35.46,2.41,275526.0,47008.0,32591.0,35.27,49.12,3.112,58468.0,0.623,41.9,3.65,4.9,587.0,15.0,Q2
394304,"Akron, OH",msa,OH,2021,187578.0,12,9.33,26.76,41.95,2.43,319272.0,48412.0,33514.0,34.61,48.43,2.958,57522.0,0.588,38.8,3.87,5.2,629.0,15.6,Q2
394304,"Akron, OH",msa,OH,2022,204356.0,12,8.94,31.54,46.2,2.36,350896.0,51610.0,36790.0,35.56,48.83,5.344,56784.0,0.582,39.1,3.96,5.3,912.0,21.2,Q2
394304,"Akron, OH",msa,OH,2023,215822.0,12,5.61,25.79,45.84,2.42,360159.0,54340.0,38194.0,35.21,49.35,6.807,57418.0,0.599,42.8,3.97,5.3,1126.0,24.9,Q2
394304,"Akron, OH",msa,OH,2024,228604.0,12,5.92,21.87,47.15,2.16,369615.0,57226.0,39923.0,33.49,47.37,6.721,58734.0,0.618,44.1,3.99,5.3,1183.0,24.8,Q2
394304,"Akron, OH",msa,OH,2025,237701.0,12,3.98,16.32,38.55,2.3,370097.0,59176.0,41080.0,33.3,46.61,6.595,59176.0,0.642,45.4,4.02,5.4,1214.0,24.6,Q2
394305,"Alamogordo, NM",msa,NM,2016,124617.0,12,,,,,213107.0,39078.0,26741.0,30.87,45.44,3.654,52422.0,0.585,31.7,3.19,4.3,456.0,14.0,Q2
394305,"Alamogordo, NM",msa,NM,2017,128719.0,12,3.29,,,,226779.0,40222.0,28093.0,32.06,45.71,3.99,52831.0,0.568,31.1,3.2,4.3,491.0,14.6,Q2
394305,"Alamogordo, NM",msa,NM,2018,132233.0,12,2.73,,,,240008.0,41951.0,29770.0,32.52,47.68,4.545,53790.0,0.551,29.5,3.15,4.2,539.0,15.4,Q2
